timestamp,open,high,low,close,volume
2026-03-09 13:48:00,5093.16,5094.0,5087.61,5089.34,31.0944
2026-03-09 13:49:00,5089.5,5091.49,5088.07,5089.75,24.2134
2026-03-09 13:50:00,5090.0,5090.25,5086.25,5086.25,5.2346
2026-03-09 13:51:00,5086.15,5089.49,5085.8,5086.89,13.2562
2026-03-09 13:52:00,5086.77,5089.49,5086.77,5087.75,4.4529
2026-03-09 13:53:00,5087.89,5088.25,5080.91,5080.91,10.3297
2026-03-09 13:54:00,5080.91,5084.85,5080.4,5083.01,4.0944
2026-03-09 13:55:00,5083.25,5084.05,5077.65,5083.26,14.4579
2026-03-09 13:56:00,5083.25,5083.99,5079.11,5082.52,5.1659
2026-03-09 13:57:00,5082.5,5084.32,5079.12,5083.43,6.9398
2026-03-09 13:58:00,5082.86,5087.0,5082.25,5087.0,5.0995
2026-03-09 13:59:00,5087.19,5089.3,5084.5,5084.5,8.6924
2026-03-09 14:00:00,5084.25,5089.98,5083.4,5089.9,37.1189
2026-03-09 14:01:00,5089.9,5091.99,5088.25,5089.79,7.1006
2026-03-09 14:02:00,5090.08,5093.21,5087.74,5093.0,6.2932
2026-03-09 14:03:00,5093.0,5093.9,5091.25,5092.1,5.2512
2026-03-09 14:04:00,5092.11,5097.35,5092.11,5094.0,5.8513
2026-03-09 14:05:00,5094.75,5096.07,5091.01,5093.21,33.0916
2026-03-09 14:06:00,5093.22,5093.23,5085.71,5085.71,19.3351
2026-03-09 14:07:00,5085.72,5087.49,5085.02,5085.12,2.2748
2026-03-09 14:08:00,5085.11,5085.11,5079.05,5079.86,19.1747
2026-03-09 14:09:00,5079.86,5085.36,5079.61,5084.12,4.5642
2026-03-09 14:10:00,5084.12,5085.23,5080.76,5080.76,3.8755
2026-03-09 14:11:00,5080.75,5080.75,5072.54,5072.54,10.4223
2026-03-09 14:12:00,5073.18,5076.12,5073.18,5074.26,6.2454
2026-03-09 14:13:00,5074.25,5079.74,5071.82,5078.64,14.5006
2026-03-09 14:14:00,5078.94,5082.69,5078.94,5081.69,9.1614
2026-03-09 14:15:00,5082.25,5082.89,5076.33,5076.34,16.5852
2026-03-09 14:16:00,5076.34,5084.75,5076.34,5084.75,4.001
2026-03-09 14:17:00,5085.0,5087.0,5083.84,5087.0,7.0126
2026-03-09 14:18:00,5087.25,5088.59,5086.26,5088.0,15.0924
2026-03-09 14:19:00,5088.38,5088.38,5086.87,5087.5,8.3157
2026-03-09 14:20:00,5087.41,5088.5,5085.65,5087.75,4.7681
2026-03-09 14:21:00,5087.5,5087.5,5083.25,5083.25,3.8776
2026-03-09 14:22:00,5083.11,5090.32,5083.0,5090.32,3.6001
2026-03-09 14:23:00,5090.31,5090.31,5084.12,5085.24,5.9856
2026-03-09 14:24:00,5085.24,5089.95,5085.01,5089.95,8.9861
2026-03-09 14:25:00,5089.95,5092.9,5089.75,5092.89,14.5255
2026-03-09 14:26:00,5092.91,5092.91,5089.69,5090.86,2.0321
2026-03-09 14:27:00,5090.76,5090.76,5087.87,5088.5,2.1477
2026-03-09 14:28:00,5088.01,5092.99,5088.01,5092.99,3.0352
2026-03-09 14:29:00,5092.99,5094.22,5092.29,5092.47,1.3116
2026-03-09 14:30:00,5092.47,5093.49,5091.26,5093.38,3.563
2026-03-09 14:31:00,5093.38,5099.32,5092.75,5098.74,2.1952
2026-03-09 14:32:00,5099.33,5099.99,5098.74,5099.0,2.8006
2026-03-09 14:33:00,5098.85,5099.37,5097.1,5099.36,2.186
2026-03-09 14:34:00,5099.36,5099.36,5098.0,5098.1,2.6082
2026-03-09 14:35:00,5098.1,5098.85,5097.51,5098.18,1.6867
2026-03-09 14:36:00,5098.11,5099.98,5097.76,5098.4,9.1565
2026-03-09 14:37:00,5099.0,5099.99,5098.29,5099.13,1.8318
2026-03-09 14:38:00,5099.75,5103.13,5099.75,5103.13,5.8368
2026-03-09 14:39:00,5103.25,5104.25,5102.42,5102.95,19.7368
2026-03-09 14:40:00,5102.96,5106.45,5102.96,5104.7,3.0307
2026-03-09 14:41:00,5104.64,5108.42,5104.4,5107.53,5.5157
2026-03-09 14:42:00,5107.53,5108.25,5105.55,5107.75,9.4223
2026-03-09 14:43:00,5107.99,5112.81,5107.99,5112.0,10.4826
2026-03-09 14:44:00,5111.93,5122.02,5111.93,5120.25,25.6534
2026-03-09 14:45:00,5120.26,5122.0,5119.36,5119.36,8.5622
2026-03-09 14:46:00,5119.25,5119.25,5110.73,5110.73,6.1044
2026-03-09 14:47:00,5110.67,5113.16,5110.67,5113.15,11.3733
2026-03-09 14:48:00,5113.15,5113.15,5109.23,5109.23,2.9791
2026-03-09 14:49:00,5109.75,5110.54,5107.84,5107.84,1.6391
2026-03-09 14:50:00,5107.75,5107.89,5104.25,5107.89,6.288
2026-03-09 14:51:00,5108.0,5111.35,5107.61,5111.35,0.9782
2026-03-09 14:52:00,5111.35,5111.35,5104.9,5104.9,1.6781
2026-03-09 14:53:00,5104.9,5104.9,5099.25,5100.19,5.863
2026-03-09 14:54:00,5100.19,5101.49,5099.52,5100.25,1.4775
2026-03-09 14:55:00,5100.5,5100.6,5099.56,5099.72,1.2027
2026-03-09 14:56:00,5099.62,5100.07,5096.38,5100.07,6.2724
